PitcherID,Average_StuffPlus_2023,Average_StuffPlus_2024,era,xera,woba
608348,111.179092756809,,,,
608371,107.495030589519,104.126670116787,4.38,4.34,0.331
608379,104.414700406959,101.347538678238,3.35,4.05,0.3
608566,96.5621546185415,88.7748475636984,,,
608638,98.3457410790302,99.684238219159,,,
608648,96.0917831791447,103.204685003172,,,
608665,101.569091677071,,,,
608678,96.9117891560943,96.4780878394026,,,
608717,100.33928938984,99.4723308257752,5.55,4.97,0.326
608718,97.9287678719093,103.633543521285,3.15,4.2,0.305
608723,101.423448631712,101.524258759826,3.69,3.14,0.281
611093,102.902193448758,,,,
612434,102.853923219092,104.428708641114,,,
613534,108.051145805625,105.981385701842,,,
613564,144.561459093327,,,,
614179,96.497210337099,99.268150174873,3.71,4.14,0.32
615698,96.8868172115875,96.63912713613,4.97,5.31,0.358
620443,,181.170244373812,,,
620454,89.8743058588546,,,,
620982,,98.7106591300808,,,
621016,101.210002110862,101.573653776975,,,
621051,107.275811130922,104.990621810721,,,
621053,,105.80462063681,3.68,3.67,0.262
621057,99.6083961831533,,,,
621074,96.9842434712186,,,,
621076,101.954329675373,,,,
621097,,101.028355101241,,,
621107,100.621703148559,99.300872626478,3.59,3.67,0.297
621111,,97.8872633995212,5.38,4.78,0.37
621112,98.596003872638,99.6660785345907,4.66,4.59,0.329
621114,,100.505981078856,,,
621139,96.7757538302075,,,,
621199,97.1220888668074,98.7700936345573,,,
621219,99.1379454207255,,,,
621237,105.280327592089,101.824128113323,4.09,3.97,0.288
621242,,107.139325970683,3.52,2.49,0.269
621244,98.1972216168143,98.0084619192935,3.6,4.74,0.308
621249,95.1748435395289,,,,
621294,100.770622622825,95.6846593863652,,,
621295,98.9661909841817,,,,
621345,104.657873718441,105.279236724093,,,
621363,100.172109021046,100.969250739268,,,
621366,100.646172849439,96.4506160744268,,,
621368,99.7847263562896,,,,
621381,105.3277914958,105.46306375708,1.87,2.43,0.221
621383,102.688385811062,99.6430922547403,3.98,3.41,0.293
621389,91.464457969786,93.4880952969331,6.94,7.32,0.413
621399,,98.8482615041269,,,
621433,71.1555912944908,,,,
621550,,128.969548628526,,,
622065,97.7639395233836,98.8792465770469,,,
622072,98.9740838430939,98.7159723465444,,,
622075,102.470553827843,101.762585161534,,,
622088,102.953246549975,94.67695590786,,,
622098,103.274413738432,108.218829742937,,,
622103,101.40388010824,101.964991551771,,,
622110,99.5338576713591,,,,
622250,97.7457472262127,102.28710761445,,,
622251,102.308682336644,102.12100539423,,,
622253,,99.8828723766954,,,
622259,96.8798110784421,100.40666109617,,,
622268,,73.8156737692839,,,
622491,100.123750228877,101.605831333709,3.64,3.91,0.305
622503,99.144845128004,101.734488253559,,,
622554,103.641827587981,104.856599220552,4.45,3.64,0.312
622569,104.044580145881,94.4827366262196,,,
622608,96.6274020305813,97.055321250574,,,
622663,101.669409075719,98.5910790389759,3.91,3.88,0.308
622694,,98.2165591966331,,,
622766,101.507196795366,104.94369714403,,,
622772,100.130828890889,,,,
622780,107.641604547557,,,,
622786,,103.877365415126,,,
623149,104.569614665087,108.510966422419,,,
623167,96.5010632775124,94.9308222970595,4.95,4.71,0.355
623168,,142.6495209519,,,
623211,108.110895028406,107.536381337338,3.83,3.64,0.269
623352,109.339490580981,107.821979709038,3.8,2.72,0.261
623381,99.7418232116638,,,,
623433,102.154791914388,99.5754412492842,,,
623437,102.292924282176,98.769153470296,,,
623451,100.185940947144,97.3291119000281,,,
623465,102.962192728985,102.3886190656,3.62,3.29,0.288
623474,104.76651286361,102.093145414558,,,
623507,154.826136382176,,,,
623520,,104.854634767133,,,
624133,99.6091341963035,100.177034102603,3.46,3.67,0.297
624431,,122.327814289318,,,
624522,100.076451850258,101.182816540461,,,
624647,98.1372447778039,99.8632385856121,,,
625643,101.329054322904,103.526235677484,1.99,3.94,0.271
628317,100.304794728329,99.5461276347153,6.09,4.43,0.351
628452,101.564681713893,103.505308639809,1.95,2.24,0.2
628708,98.2426188005165,99.0617515141664,,,
628711,100.317289196654,,,,
629498,93.2533834037933,,,,
630023,95.4804820886489,92.8051464906803,,,
640444,97.7057638850277,,,,
640448,100.161980799148,100.552740186898,3.67,4.34,0.309
640451,101.750799380673,102.71923384097,4.44,5.18,0.333
640454,99.0293070518959,99.29704759184,,,
640455,101.932738737979,102.653513153776,3.47,3.75,0.275
640462,107.48615459192,105.65578144614,3.15,2.72,0.265
640470,101.525864754226,101.433373574886,,,
641149,92.1673585882245,97.8527349740322,,,
641154,102.516697889612,102.380948370868,4.08,3.67,0.306
641302,100.864607567749,98.908927154826,5.1,4.68,0.335
641312,,92.5790653741664,,,
641329,104.153963924405,104.887790094056,,,
641343,,121.641852937074,,,
641360,101.027080364953,96.8496009917251,,,
641401,106.216873449718,101.534158622682,,,
641420,98.3684691568774,,,,
641427,97.7615467487783,94.1103135370095,,,
641447,98.9675445175564,,,,
641482,99.7841969755168,99.5993594382896,3.77,3.62,0.307
641525,113.171433506999,,,,
641540,96.9132220885977,97.172559700746,5.3,5.28,0.347
641582,,97.2668615990447,,,
641585,97.0343055801229,95.2630129199634,,,
641627,100.178452432567,,,,
641645,103.546260933679,117.479141441291,,,
641656,100.92957217025,100.190815806199,,,
641658,,93.1469719117887,,,
641672,96.4000509384888,,,,
641703,95.3765676925773,98.0724322029586,,,
641712,91.7144092205261,91.38281572394,6.17,6.01,0.36
641726,,99.7176591718726,,,
641729,104.184241525528,103.883486785854,2.62,2.51,0.23
641743,97.3800854563663,,,,
641745,97.4479575261339,99.2488445730772,,,
641755,100.999594124361,104.224986685026,6.19,4.46,0.341
641771,98.3788633784294,97.6741413141401,5.06,4.22,0.343
641778,96.368880765768,,,,
641793,95.4636587439928,97.0654323398818,3.63,4.34,0.317
641816,100.053541597403,99.8208713458817,,,
641835,95.5468319910249,96.4177143701446,,,
641871,104.469505641408,,,,
641927,102.970152614113,102.235138323309,3.98,3.22,0.282
641941,101.120044230934,100.941649663381,,,
642016,,101.764688850451,,,
642028,,95.9880000820949,,,
642048,102.562309033596,101.292991854267,,,
642086,,90.3840052968609,,,
642100,101.057231990147,100.740483878171,,,
642121,101.236291805946,102.191289406301,,,
642133,101.785562594818,96.0834021981151,,,
642207,110.313118458807,108.15014156074,,,
642215,,156.368290914125,,,
642216,100.165225213832,96.7582191269,,,
642231,98.8326789469171,,,,
642232,102.025801727921,103.988414983359,3.19,4.2,0.273
642239,101.986590396214,102.42534237826,,,
642397,101.909420924879,101.756666383162,4.42,4.37,0.34
642520,,101.790889329978,,,
642528,96.4201560926324,97.0298542853463,,,
642545,97.4309823396696,,,,
642546,98.8056831599893,99.3070808177477,,,
642547,105.844029770961,103.931102924453,3.68,3.88,0.305
642578,100.905617473329,,,,
642585,110.200057131302,,,,
642629,,99.8580655656091,,,
642701,102.212113459438,103.254054357396,3.89,3.17,0.281
642758,96.4968697875586,,,,
642770,99.056509200807,,,,
642834,,97.2186096876125,,,
643256,118.100608320983,86.0465689287434,,,
643338,98.1819292060324,96.7438243457224,3.21,3.8,0.276
643361,96.2956102827309,97.2376574277752,,,
643377,103.133521165604,102.483238379815,2.03,2.37,0.227
643396,122.137228809134,101.376207031936,,,
643410,101.829260522594,102.280666989153,4.5,3.44,0.308
643493,96.8485252617027,94.2193814647575,,,
643511,101.993475724405,99.1486439238823,2.81,3.01,0.281
645261,96.7437376601624,,,,
645444,128.998865803427,,,,
645801,99.4131805781018,,,,
646241,99.3876324795464,,,,
646242,97.1030657007341,99.432090563884,,,
647315,94.787114741682,93.915527113124,5.59,4.52,0.315
647336,99.9292955991091,102.471206399984,4.75,4.59,0.324
650489,155.128699489037,163.198772891233,,,
650496,98.7964345290685,,,,
650556,103.73863088512,105.411819664426,3.1,3.29,0.288
650633,105.198309755304,105.039303792241,2.95,3.56,0.284
650644,100.13497202287,98.1473647001351,4.36,4,0.327
650671,103.880531278002,100.662115004541,,,
650893,97.6737553053284,97.2447720834744,3.59,4.4,0.338
650895,102.395729220445,102.980505484462,,,
650907,129.084592137624,,,,
650911,100.247339800815,98.3453765683019,3.32,3.56,0.29
650960,105.939495544497,98.0953412101503,,,
655889,,99.4219266034479,,,
656061,100.993993953267,,,,
656186,,99.3773015354257,,,
656222,101.642726387377,98.4128024591475,4.5,3.78,0.322
656232,94.5072858893595,91.6002243185188,,,
656234,99.2071931755927,95.794158988429,,,
656240,,97.2609166704131,,,
656257,102.960606143675,,,,
656266,99.4793238684445,96.3511385063939,,,
656271,99.6268524439733,98.738691534333,,,
656288,97.7371563174831,96.9084516871368,5.19,4.74,0.341
656290,101.517444945968,,,,
656302,102.132244232682,99.6109368858112,3.47,3.31,0.266
656322,102.675724731734,,,,
656353,97.6096782855752,99.8088052961089,,,
656354,,100.335031228809,,,
656382,96.3276505208135,,,,
656412,105.102111459793,98.5067277045632,3.61,4.43,0.322
656420,,98.4013203918649,,,
656427,101.31734380203,100.127005223137,3.17,3.54,0.288
656457,97.1475248578088,95.5564291026668,,,
656458,,97.9916676139401,,,
656464,101.245068046866,99.5096190691736,3.21,3.26,0.3
656529,97.2883914781025,98.3804887799994,,,
656546,104.467576232318,103.803308428251,2.17,2.87,0.252
656550,,96.021660369999,3.56,3.46,0.287
656557,96.5455720990352,97.600117566307,3.12,4.11,0.276
656578,99.1082920638536,,,,
656605,99.7822593774853,98.41487443635,4.25,4.31,0.331
656629,102.651943512413,100.997078902142,3.46,3.49,0.277
656638,99.2977239887756,104.515504368817,,,
656641,99.3124842800904,102.093453040405,,,
656657,98.778438785411,98.0459965956565,,,
656669,134.140946112255,,,,
656671,,98.7445444202437,,,
656716,113.317332725533,98.5948825014862,,,
656730,103.5640449743,101.236356762409,,,
656731,98.5278913308969,98.9637895630271,4.04,4.2,0.304
656756,93.9494951410201,96.0685493700764,6.23,5.18,0.37
656786,97.8563624147678,98.4254490550674,,,
656793,105.041861491727,98.9714729527784,,,
656794,100.331609173076,97.658586925396,,,
656814,99.8186780411657,99.7721098901693,,,
656818,99.8534767858069,,,,
656820,94.3980302047777,,,,
656848,,101.005434308645,,,
656849,95.7796014475851,95.7056950566021,2.9,4.59,0.299
656876,107.801437310299,101.788691133723,,,
656887,105.740749720474,105.591244811087,,,
656896,,105.735163265797,,,
656924,85.8771300286391,99.3834667497981,,,
656945,109.039872821075,108.56584902921,1.75,2.96,0.241
656970,93.8725592818468,,,,
656976,,83.4550664928968,,,
656981,93.3515343524706,,,,
656986,100.745102409531,,,,
657006,101.143927074664,102.27891512794,3.07,2.74,0.271
657024,99.5742646507312,98.6892949112393,,,
657031,100.396550718009,,,,
657041,112.220382561658,,,,
657044,101.849494005402,97.1946426961919,3.26,4,0.29
657053,101.579081259942,100.334900906221,,,
657061,,122.263838859424,,,
657093,98.4445691980327,,,,
657097,104.295084276582,103.91247479859,3.02,3.51,0.266
657140,96.8668820198117,,,,
657193,,107.801100076043,,,
657240,102.707930558034,103.650728025292,,,
657248,96.313668361355,,,,
657265,100.868060728256,101.53174121582,,,
657272,98.5424135584442,,,,
657277,94.8683739261524,93.5924055164871,3.47,4.31,0.288
657376,101.503249503593,98.2165577315057,2.85,3.78,0.296
657424,103.273415645004,,,,
657508,98.3525147801582,98.9844580434006,5.55,4.59,0.344
657514,103.794332285145,105.73517759064,4.06,3.88,0.322
657571,103.126525681128,101.444340889153,4.64,4.11,0.322
657585,105.019721042037,103.156238966604,3.77,3.19,0.31
657612,93.9746489736529,93.6732648751656,3.36,3.56,0.3
657649,,104.299729729532,2.47,3.49,0.273
657697,94.497017382801,97.2732953028674,,,
657746,105.308887114834,104.795941210304,3.6,2.87,0.282
657756,97.6851280439184,,,,
658648,98.8993940426279,99.9923045772603,3.81,4.62,0.304
659275,96.7789206955732,100.313642171148,,,
660261,100.1054860726,,,,
660271,107.057786504512,,,,
660431,92.9300127944995,,,,
660593,99.5937966451494,,,,
660600,,98.9652271156726,,,
660634,97.746826096751,,,,
660644,,95.6822427283121,,,
660730,98.305315550199,,,,
660761,98.4188327499858,98.9538369516943,6.02,4.84,0.371
660787,101.419100434439,,,,
660813,99.1736285867241,97.7822613489661,,,
660825,102.357976844845,102.998506942086,,,
660853,103.066541042288,105.207646175433,5.2,5.31,0.377
660896,103.790975776115,104.230442615172,3.24,3.12,0.273
660906,100.867554590261,,,,
661269,,103.459473518196,,,
661309,98.6290805081543,,,,
661383,101.828375766801,,,,
661395,104.928309262066,104.142217077069,3.64,2.76,0.292
661403,100.553540293084,97.9619497707733,0.6,2.47,0.175
661440,100.248449240163,,,,
661527,97.3636682232624,101.088938564771,3.59,4.08,0.323
661563,,104.993384646268,3.5,3.8,0.288
662253,105.10795856774,103.712885216354,2.12,2.94,0.233
663158,105.448578130186,100.12441183871,2.77,3.05,0.262
663321,100.803333123515,102.696216098041,,,
663362,99.9568041167804,100.352495685029,4.91,4.11,0.323
663372,101.219107703925,99.4176679237452,4.49,4.31,0.32
663385,96.7562295345824,,,,
663423,103.730338706391,100.686994105681,3.61,3.34,0.302
663432,93.8856217505178,100.571083154829,4.76,5.49,0.335
663436,,101.128152503872,4.32,4.02,0.324
663455,100.69294422881,,,,
663460,104.119275258881,100.988723231474,,,
663462,98.5350823527765,99.5847716406418,,,
663465,96.9060178495678,97.3288304635884,,,
663474,96.2262304914626,99.7277529510588,5.12,5.67,0.359
663485,100.795065007365,103.939497147369,3.28,3.24,0.259
663531,,95.8862114334487,,,
663542,100.120384646966,107.110541401466,1.73,3.01,0.218
663546,95.9915554888213,95.1087582536922,3.9,3.56,0.306
663554,,94.9344367657973,4.49,4.74,0.335
663556,100.463595625979,,,,
663558,105.304434776969,,,,
663559,96.9810293367646,94.2574141500361,4.43,4.81,0.32
663562,100.838448998318,102.073559989799,,,
663567,96.0965062464854,96.4177242541854,5.72,4.46,0.362
663568,,96.6073756143308,5.21,4.46,0.336
663574,101.080014200737,103.979450628863,,,
663623,99.8553112351002,101.732645160452,4.41,4.31,0.314
663629,102.048698248897,,,,
663658,102.359723335887,,,,
663687,100.280199906863,101.052994246457,2.86,5.04,0.32
663704,97.0661133975496,94.747516051967,4.92,4.43,0.344
663738,95.9277072970437,96.4550582956562,,,
663752,101.867282477409,,,,
663753,98.1074958411849,,,,
663765,95.6024268795072,94.0652952169047,,,
663767,,100.951111730507,,,
663773,93.4388869585317,94.3914039329046,2.18,5.07,0.259
663776,101.355264357812,100.667922043325,5.08,4.25,0.329
663804,102.215656994792,,,,
663855,96.973729275805,102.907299897561,4.1,4.91,0.336
663878,96.1462568239793,98.957686230154,4.48,4.43,0.333
663893,,95.7455843800835,,,
663897,,116.832181170243,,,
663903,93.7199879642372,93.4348645338342,3.71,4.65,0.316
663941,96.483739830515,98.0210639172235,,,
663947,103.255699588752,99.4703939115494,2.19,2.78,0.221
663969,,94.091039094793,,,
663971,92.7488781527112,,,,
663978,90.1590101759227,96.7618739128112,4.99,4.84,0.332
663986,100.666674472622,,,,
663989,94.9248531353982,95.7134456900797,,,
663992,99.7121905665174,95.3515413289062,,,
664028,98.1997891657058,,,,
664062,96.3125826734715,,,,
664076,101.676579469292,102.900348220474,3.75,4.34,0.308
664079,,98.8586538271865,,,
664123,,102.468079880902,,,
664126,104.409925178005,106.834549383088,,,
664129,92.3385825897916,100.49291292328,,,
664139,102.334946760925,108.947609393234,,,
664192,94.8119185484319,93.6335998172934,,,
664199,100.67173956073,,,,
664202,96.7050218508619,,,,
664208,103.427937317116,103.661392156159,3.66,4.31,0.29
664285,94.1693607561844,94.2190327216215,2.91,3.41,0.272
664294,104.752152993707,,,,
664299,100.521029170437,100.511226308503,,,
664350,,98.5343412275248,,,
664351,,97.4848250725407,,,
664353,100.325171013704,,,,
664744,98.5130611940866,,,,
664747,101.04924944633,106.304088423622,3.99,3.7,0.3
664776,100.114528180659,102.730872161195,,,
664849,106.763647980106,100.58246616591,,,
664854,103.009028413083,105.295112747497,2.04,2.72,0.243
664874,127.723617954106,,,,
664875,101.023320105572,100.19565143065,6.49,6.25,0.387
664901,137.07801841228,128.193290368142,,,
664942,96.6149509221976,,,,
664948,99.0222771145407,90.8257723786593,,,
