PitcherID,Average_StuffPlus_2023,Average_StuffPlus_2024,era,xera,woba
665001,98.9975395820503,,,,
665019,123.080930589177,,,,
665048,96.5234259540697,,,,
665152,99.837978800657,101.166995540726,4.09,4.49,0.294
665620,99.9436607964517,97.7201503214764,,,
665622,97.5808034000128,97.3203525890916,,,
665625,94.92650913201,96.3357228698586,2.98,4.14,0.317
665665,103.176301035962,,,,
665734,104.119504106811,,,,
665795,103.247313876205,105.192544535105,4.95,4.78,0.317
665828,,81.3914587886062,,,
665871,98.366646906476,98.4965170699507,3.73,4.97,0.33
665896,97.539622403482,99.1321001734386,,,
666129,94.0342323890407,93.522026370222,,,
666142,103.551056278639,106.036729286913,3.14,3.31,0.277
666149,,127.813489027472,,,
666154,91.5725694434188,,,,
666157,102.001219502762,100.283705829512,4.76,3.72,0.309
666159,97.7260510800612,94.9515743478351,,,
666163,,105.28917298681,,,
666168,99.1797354381461,,,,
666171,,100.510255076827,,,
666197,,107.045177716426,,,
666200,98.2515807190412,102.952403148053,5,4.59,0.315
666201,100.58201030642,97.3977399835642,,,
666204,103.231789934244,103.349901527751,,,
666205,90.5676579438327,98.151309764876,,,
666207,94.77567565081,101.763923015691,,,
666208,98.7722607768713,101.619669712327,,,
666214,100.781473419327,99.6887903454626,4.68,3.7,0.317
666215,,101.046789604638,,,
666277,100.202869790416,102.764797367056,,,
666364,95.2271361700208,,,,
666374,104.87950409609,,,,
666619,98.8107027930698,97.1663628769101,,,
666720,100.195389075325,98.8758863611087,,,
666721,99.3857872241404,,,,
666745,99.9448878252346,95.4148501573136,,,
666808,104.767820117368,102.720061917971,4.88,3.44,0.327
666818,100.099396722052,97.2337846574373,,,
666974,101.779531539807,99.3536489967823,3.15,3.72,0.303
667297,,96.4077461878727,,,
667427,103.82122707128,,,,
667463,93.5783042307688,92.9512515069822,2.85,3.83,0.28
667478,,97.7812856631251,,,
667725,,95.9459456855409,,,
667755,96.2445950137285,98.0549226173733,3.42,4.14,0.287
668338,91.2857128604911,101.706375573093,2.32,3.41,0.242
668390,,96.8329638985561,,,
668470,104.399085979741,,,,
668472,,104.590656171955,,,
668665,99.5257591958991,,,,
668674,105.440766406224,105.583358036821,3.36,3.24,0.259
668676,94.2423135245025,92.3063463155167,,,
668678,98.9521246259228,96.1418641936345,3.65,3.97,0.301
668754,102.967724325572,,,,
668800,,159.915458601154,,,
668834,97.9725174257955,,,,
668868,99.2705272104864,101.499699383668,,,
668873,98.5421001559749,93.2962886711758,,,
668874,,96.3814937403642,,,
668881,106.522101355284,105.639585607427,2.75,3.03,0.265
668909,101.265865391854,99.6355113075588,4.86,4.22,0.315
668933,93.7469640414313,95.128599951447,5.24,5.18,0.342
668941,99.8149004299889,96.1755376156312,3.36,5.14,0.305
668942,106.38809167353,92.9434261567436,,,
668943,,98.9833201305499,,,
668964,,98.3492581905545,3,4.22,0.297
668968,,105.037275484905,,,
668970,102.853092777101,98.9320282461796,,,
668984,93.7638988739316,101.992446805701,,,
669022,102.300836344693,99.8638017357081,3.9,4.2,0.324
669060,95.6766956030753,97.7034762805855,4.04,5.31,0.323
669062,,105.068577430047,3.88,3.14,0.296
669084,106.132295371907,102.435097694507,,,
669093,105.588897355497,106.116035304259,2.95,2.53,0.239
669105,94.3136138216853,,,,
669111,98.1293398155093,102.467865568709,,,
669145,96.8490563796979,,,,
669160,101.381223747923,,,,
669165,102.717911196677,98.629932522425,,,
669169,95.2005523110234,95.5554046949189,,,
669194,97.5568423538732,97.1623067187314,4.24,4.17,0.322
669199,,99.6031106066103,,,
669203,101.772264360675,102.188127428292,2.92,3.34,0.273
669211,104.324444804732,103.937134901809,3.32,2.45,0.255
669212,104.608433246481,101.692562644921,,,
669270,94.3120077970249,96.007085611632,,,
669276,100.489750160286,102.408441396582,2.11,2.57,0.277
669302,99.0027024311001,98.7046496118119,3.23,3.14,0.255
669308,,104.90018456245,,,
669330,101.135257755497,100.756291662815,,,
669358,,97.6747526614713,3.06,3.62,0.266
669372,,96.273587575153,,,
669373,106.35012319732,105.667811564821,2.39,2.72,0.246
669387,102.896594052254,101.496048766594,3.38,3.34,0.272
669391,94.2411980985831,102.380444388413,,,
669395,102.636869048293,107.745841382688,,,
669422,,97.9038888364129,,,
669424,99.8415832396163,,,,
669432,97.0942075551062,97.5380804776972,4.92,5.18,0.35
669438,95.2601630458306,93.421850781204,,,
669456,91.6286801177415,91.9921969881182,,,
669459,96.7986158470829,104.197639228229,,,
669461,93.2749307483611,97.3174679650485,4.39,4.2,0.313
669467,97.9799222827723,98.0607814449639,3.78,3.46,0.293
669618,99.1953826341295,,,,
669620,,97.9832553695283,,,
669622,,103.736411088679,4.08,3.44,0.296
669674,100.507871760488,98.5164641561754,,,
669684,100.856501474521,,,,
669711,99.2043331870428,102.057745489668,3.13,3.51,0.31
669713,101.116943007785,98.5606555498924,3.86,4.17,0.293
669721,100.572423887822,100.563983070844,,,
669724,103.702411488165,97.0873991322743,,,
669796,100.639583013459,109.562919501149,,,
669854,100.783229301095,101.684878510123,2.8,4,0.276
669912,98.3755953624145,98.6473754380373,,,
669923,99.5982605693971,97.7511079978928,3.53,3.44,0.287
669947,94.5018693889618,,,,
669952,94.6367654210833,98.7771333423034,,,
670032,105.378761573586,,,,
670036,98.5682601475281,107.965561410496,,,
670042,85.7885732632034,,,,
670046,99.2935407391521,100.373252876078,,,
670059,101.890105123378,100.445146862745,3.16,4.17,0.307
670097,119.362430481627,,,,
670102,101.441859225719,101.382295882373,3.3,3.39,0.272
670103,,99.1179095097887,,,
670124,94.1143153958924,93.3154728955875,,,
670156,131.554222562693,,,,
670161,,102.307073947509,,,
670167,104.049776533789,103.79821973224,3.66,3.39,0.287
670174,97.265380384485,98.3601830485524,4.14,4.37,0.327
670183,98.6408943443369,,,,
670219,,98.0912801092847,,,
670223,,87.1058528100916,,,
670241,97.7196624294466,94.375053857258,,,
670242,,201.218446962474,,,
670280,102.984026656443,99.756846662566,5.78,4.37,0.319
670329,101.178181942293,,,,
670712,101.800256480773,,,,
670766,97.3342814872368,97.214986910895,,,
670810,91.922158390067,93.6134010830109,,,
670871,96.8417511033111,96.4631788086325,,,
670912,97.7807035720575,,,,
670950,103.721026272891,108.12194838488,4.55,3.62,0.273
670955,104.222903441817,108.808802173886,,,
670970,107.388260343477,103.055130275001,2.83,3.34,0.304
670990,102.32124331805,102.384079528852,6.2,4.56,0.351
671096,102.745696684844,101.118245206137,3.72,4.02,0.323
671106,97.8968012398007,96.7065533726027,5.73,5.9,0.39
671109,,100.314900910747,,,
671111,102.799436011917,98.5354631966649,,,
671131,97.4144231745575,97.2773946216402,,,
671212,104.436030488435,102.133811894715,6.42,4.34,0.334
671305,,104.467059765377,,,
671345,96.9080343429624,97.2094156565698,3.15,4.2,0.277
671737,102.643147771134,100.591113472227,4.11,4.17,0.308
671922,,106.030696085904,1.91,2.55,0.235
672282,100.81341844047,102.477673119311,6.7,4.14,0.37
672335,97.7500897536382,96.8461993812475,4.53,3.59,0.296
672391,98.2390600845577,103.850591985418,,,
672456,,98.538006517849,4.76,5.24,0.341
672552,,95.349546837937,,,
672578,101.782554187952,101.434155262139,,,
672582,99.2830333065588,99.290490319411,3.86,4.46,0.323
672710,93.1371177354186,95.3565016169863,4.35,4.94,0.322
672715,99.0040304810705,,,,
672730,96.4323955399036,,,,
672782,101.075417457871,98.4946740842328,,,
672841,99.8061079210872,,,,
672851,96.5283351629262,93.1810395094677,,,
672860,107.922894282279,106.504512312397,,,
673111,95.0463627738737,,,,
673380,,102.07657534793,,,
673513,,102.198434735431,3.73,2.94,0.283
673540,103.04719313401,99.6728568124725,,,
673858,99.5136717413128,,,,
673929,,100.284297372147,,,
674003,101.32557176401,101.071498552745,3.54,3.54,0.273
674072,95.852919251508,98.5207268948212,,,
674285,95.5678426785883,94.1275184469163,,,
674370,104.921616262593,104.538750572306,3.41,2.72,0.265
674444,97.3551847308808,108.503257524877,,,
674681,100.374321176755,,,,
674944,,96.4982617035457,,,
675540,93.6400666726056,93.419309065445,,,
675627,99.6802193545369,96.7953894746578,5.12,3.64,0.308
675650,,97.6397221859805,,,
675911,106.971937232639,110.615151704487,,,
675916,103.366826069743,,,,
675921,91.22648027452,98.9448000506734,,,
675989,98.4064351920106,100.555619471718,,,
676050,96.4380176200245,,,,
676083,98.1761864697613,96.8741785529634,,,
676092,96.526578494855,103.322042781125,,,
676105,,100.126122715317,,,
676106,94.3867874482508,95.2971647951713,4.75,5.94,0.339
676130,102.740437643617,98.5188146492151,2.55,3.44,0.26
676206,101.548567655682,,,,
676254,109.221127312875,108.636528282415,1.91,2.61,0.233
676265,98.553512284633,,,,
676272,99.5618460288897,99.1716941489719,8.52,7,0.411
676282,,103.942698001792,,,
676391,121.01394713529,103.615774818208,,,
676395,108.369864446068,105.05834550875,4.22,2.53,0.27
676428,,99.444873433486,,,
676440,102.655138836544,103.136335725534,3.47,3.78,0.299
676475,91.9868630271964,,,,
676477,99.9492729512487,103.783185348904,,,
676508,,102.267047518068,,,
676534,106.365416008853,98.8070983010126,3.19,3.72,0.299
676568,,97.3596343592945,,,
676596,90.9193754855475,88.8513663741213,,,
676604,,103.155499999274,,,
676614,,99.6577847238537,,,
676617,,99.3542083997023,,,
676632,111.336068427184,,,,
676661,,97.3035225725622,,,
676664,99.4202213500372,102.119930235102,4.38,4.43,0.324
676680,108.296801848094,108.470797927277,,,
676684,101.038202915863,100.259479529137,2.81,3.83,0.261
676689,93.8068818086184,,,,
676701,98.7470866101061,,,,
676702,104.26095437293,100.30989676641,,,
676710,101.255115300506,102.550040872688,4.36,3.86,0.304
676714,96.1362579775979,100.459785078078,,,
676755,,104.377872175697,,,
676760,103.59657335667,103.320635120878,,,
676775,91.8876208669645,95.7628242039151,7.16,5.56,0.354
676879,,102.440837664742,,,
676961,98.6814138399781,98.373923529701,,,
676962,,98.2740535264518,3.58,4.17,0.268
676969,,99.2257472364973,,,
676974,,95.7088500933887,5.68,4.74,0.381
676979,109.491227106091,105.938488146212,3.58,2.85,0.28
677020,98.2910392568363,98.2682418889961,,,
677053,107.19322442007,106.025328162933,5.07,2.76,0.312
677076,97.4458527976816,104.255581420828,,,
677161,99.9928776475836,105.135008833026,3.97,4.25,0.3
677651,101.936085300248,,,,
677865,94.6269723047902,93.7559689753912,,,
677944,97.8668855251802,98.5207216183152,6.66,4.52,0.366
677955,,98.662752823971,,,
677958,,99.0484942099057,,,
677960,102.129431655154,98.5884697367077,3.63,4.2,0.303
677976,,101.311844687247,,,
678020,,101.355895450314,,,
678061,95.6629927810989,97.7216242144804,,,
678226,103.014275981296,103.501408049291,,,
678368,,94.4625035849469,3.67,5.14,0.338
678394,98.4502360387002,97.4956007512723,4.49,4.56,0.319
678495,,100.54729794107,4.3,3.19,0.301
678606,100.378560918564,98.1605607772369,,,
678692,,95.096669236281,,,
678821,,99.6446519241974,,,
678906,,94.7906514783777,,,
679156,,98.9925111785458,,,
679346,98.4508705210435,,,,
679358,,95.9205869244548,,,
679525,98.4532232706422,99.8277700021912,4.54,4.97,0.325
679845,,105.540975732097,,,
679885,104.814694433476,105.401450715663,2.48,3.07,0.269
680232,98.2819030517894,,,,
680570,100.08591867553,101.164992692415,3.86,3.72,0.31
680572,,105.612528641816,,,
680573,103.241630525073,102.186697619193,4.17,4.05,0.305
680686,100.356642958939,101.638380097628,,,
680689,100.690123327474,101.433476306117,,,
680694,100.024255620855,100.758257050985,,,
680704,106.282357838083,103.279257224789,3.75,4.49,0.328
680723,97.6580144200212,,,,
680730,,95.5506702964283,4.29,4.37,0.311
680732,,101.571033790931,,,
680735,99.605100502949,,,,
680736,,97.6901909653538,,,
680739,96.6745750150694,94.9034206550945,,,
680742,104.43231636935,99.8419054554411,,,
680744,,98.5924574515464,,,
680767,101.638550856282,97.710150766166,4.28,4.87,0.322
680880,,103.096558196048,,,
680885,,101.141448303755,3.35,3.44,0.286
680891,,95.6743026903557,,,
680897,,102.035111841341,,,
680911,,133.684892625198,,,
680983,101.031590470275,,,,
681035,,99.806274074397,,,
681066,,94.0540666504086,,,
681190,96.0362653014413,98.010093795795,4.87,5.94,0.36
681217,100.409480388026,98.4874977359928,,,
681293,,103.212698517627,4.53,4.05,0.332
681347,,102.758255338747,,,
681402,96.8821145001291,97.5146071329894,,,
681432,102.482763293709,104.564856005377,,,
681517,90.9397535548874,94.3265496730392,,,
681584,105.063728148529,,,,
681676,,101.393115140333,3.51,3.54,0.291
681799,,99.0320366939304,,,
681806,104.197366717616,105.196041086911,,,
681807,146.815004574914,,,,
681808,85.9533426399133,,,,
681810,99.0355061410025,103.041722114423,,,
681857,96.7186316752927,98.6438137850056,3.52,3.64,0.282
681867,100.379981134345,102.387784462481,4.08,4.31,0.327
681869,100.376558706248,100.367194635131,4.17,3.97,0.324
681870,,105.275740938358,,,
681871,,98.0969813226967,,,
681882,99.353942124691,98.1574720976937,,,
681892,100.555478822737,102.015417891565,,,
681911,103.665956454451,107.469679825773,1.76,2.78,0.246
681982,102.565819462222,103.140555879666,,,
681987,99.3575485457112,,,,
682010,98.3286548185861,,,,
682051,99.186308661411,,,,
682052,97.2676127918807,100.106975632458,,,
682073,,93.8979744432734,,,
682120,101.383068042042,102.119769939802,1.92,3.24,0.236
682171,101.616659809451,,,,
682175,96.0194440661224,99.0450040664174,,,
682227,97.9783559407155,100.138770073191,,,
682243,100.241069308664,99.0590307131238,2.94,3.72,0.26
682254,,102.26129410238,,,
682610,,95.743196632274,6.53,6.83,0.393
682842,100.427819341548,103.421389811891,,,
682847,94.3937228874244,96.3976400212779,3.32,4.31,0.287
682967,98.7309315604606,,,,
682989,98.6748157024679,95.93281295964,,,
682990,91.3785949414356,91.9509562575635,4.71,4.43,0.327
683003,,98.6883292569709,4.14,4.05,0.314
683004,,96.7170180768837,,,
683021,,108.768883775793,,,
683068,,102.671328120094,,,
683155,98.3125318445441,97.684512942281,5,4.43,0.333
683175,101.493508789744,,,,
683232,101.308794833679,105.343240736219,5.93,3.31,0.324
683409,,97.2613938556851,,,
683568,,100.010155492231,,,
683618,,98.727468106485,,,
683627,,96.0795238663796,6.79,5.97,0.349
683769,100.72615954299,100.77834885816,1.57,2.72,0.22
683822,,98.902016791016,,,
684007,,99.2279844366253,2.91,3.39,0.279
684320,,101.406842101354,4.46,4,0.312
685107,97.02835573488,99.1401825508122,,,
685116,,100.320317927976,,,
685126,,100.389255767997,,,
685299,,98.0530329890001,,,
685314,96.4933245773414,95.6380252873631,,,
685410,94.2773167353481,,,,
685801,,97.9507802300303,,,
686218,101.990542615014,,,,
686294,93.0541396275221,96.6151602613123,,,
686539,97.4949837209525,96.7092102790698,4.35,3.62,0.308
686563,,98.4431603686874,4.49,4.37,0.332
686580,,98.3459984855839,2.93,3.19,0.253
686610,99.040740052482,,,,
686613,104.116094520537,103.498451112655,3.49,3.31,0.296
686642,,100.990393334344,,,
686651,96.2375780122899,,,,
686654,93.3661956966272,94.1880402218005,,,
686730,100.814584667499,100.141475812745,5.46,4.84,0.379
686747,103.30968352358,104.269462288397,,,
686751,,97.3839886423245,,,
686752,105.204050524503,104.429397032652,3.6,3.64,0.29
686753,98.0355527545394,,,,
686790,,102.885908700173,,,
686796,,101.351179448146,,,
686799,,89.2526812867734,4,4.97,0.323
686826,95.7325375197375,97.5338379053365,3.19,5.42,0.314
686839,99.3922070268722,,,,
686842,99.8685980286002,,,,
686972,98.6655976367186,,,,
686973,98.3894238354541,97.3308210282854,7.61,5.42,0.382
686993,,96.6562955618438,,,
687014,,95.7666971712301,,,
687134,,95.9078663119443,,,
687145,99.0802114374098,87.7855194444012,,,
687330,104.865853200769,103.729179339174,2.67,3.31,0.268
687362,,100.241903874176,,,
687377,,100.581097743545,,,
687396,102.575151500911,94.4423146176099,,,
687424,,99.7091633273268,,,
687765,,94.6061601757788,4.58,4.14,0.34
687792,,103.644992236039,4.16,3.26,0.294
687798,99.2351112163359,97.9762874085037,,,
687830,103.765752382508,,,,
687847,,101.889178264045,,,
687863,,103.159150628056,,,
687888,99.945087323865,,,,
687911,,102.780404782389,,,
687922,99.2227444192764,98.4641395794788,,,
687924,,99.994548345642,,,
688107,,100.803187923914,,,
688297,,103.213460105363,,,
688427,97.2287921942272,,,,
689017,,98.0948101785348,3.65,3.94,0.304
689147,104.495742903716,105.746977022873,2.29,3.19,0.271
689167,95.6216396469225,,,,
689172,105.324565197226,,,,
689225,104.347005037507,104.783804707001,3.59,3.31,0.291
689266,93.2276678643286,91.6544971822176,,,
689672,,96.81661561717,,,
689690,106.737543291128,105.324132460355,,,
689958,,101.727498458948,,,
689981,,99.8205134270283,,,
690544,,97.1981968610373,,,
690829,96.7958980320575,105.451788341245,,,
690916,,97.9429663205523,,,
690925,,99.4268203986686,,,
690986,90.6340097664815,96.5919644889091,4.56,4.87,0.33
691094,95.9017629997001,,,,
691172,,101.342683175707,,,
691441,,98.0462391255039,,,
691587,102.851848732358,,,,
691951,,94.7508578163755,,,
692230,,97.9003022145449,,,
692285,,99.8028877405889,,,
693312,99.7780321640138,97.4904499488133,3.95,4.4,0.315
693433,100.910403619304,104.255626209156,2.89,2.72,0.249
693821,93.7569214862518,95.2112098297261,6.52,5.04,0.37
694037,99.0920655304326,101.985026091444,,,
694297,99.7280075979954,98.5753732789566,4.71,3.78,0.312
694350,,97.5528357206618,,,
694361,,98.7273769668491,,,
694363,100.363514268415,98.1107399927012,4.29,4.71,0.324
694462,,98.7465552853817,,,
694646,,96.8705845677185,,,
694738,,102.263425419087,3.58,4.05,0.294
694813,96.0954524716438,97.3330841312816,3.53,3.94,0.304
694973,,108.219484274544,1.96,2.53,0.247
695076,,98.1142423844962,,,
695243,111.045819815036,107.267551918652,2.49,1.77,0.218
695549,,100.271020427086,,,
696131,,97.8024024565683,,,
696136,96.1063370929043,98.7975305979879,5.48,5.18,0.373
696147,97.7732555246357,,,,
700187,,102.997655692064,,,
700241,,98.655555807485,,,
700249,,100.52907286331,5.2,4.11,0.339
700270,,95.5982466892719,,,
700363,100.904612613852,101.528786838595,,,
700669,,98.6592390046813,,,
701542,,98.524425010193,,,
701581,,101.240454332343,4.9,4.14,0.324
701643,101.490348777587,97.9834981228596,,,
702352,,100.615240708788,,,
702674,,97.3645636205212,,,
702795,,98.0227840826811,,,
703231,,95.6925003887017,,,
800049,,96.0739264054599,,,
805673,,99.006127014474,,,
806185,,100.476745178774,4.75,4.65,0.321
808967,,102.663901691785,3,3.44,0.278
814005,,99.2381099883556,,,
